image_name,mask_name,valid_rows,mean_width,max_width,min_width,std_width,mean_abs_center_residual,max_abs_center_residual
img_0210.png,img_0210_pred_mask.png,221,10.063348770141602,13.0,4.0,1.8038585186004639,8.906359672546387,16.7037353515625
img_0222.png,img_0222_pred_mask.png,419,8.200477600097656,46.0,6.0,4.076581954956055,4.03706693649292,27.68887710571289
img_0234.png,img_0234_pred_mask.png,510,4.06862735748291,5.0,3.0,0.6016286015510559,4.724472999572754,10.643310546875
img_0241.png,img_0241_pred_mask.png,510,6.6823530197143555,9.0,3.0,0.8123328685760498,3.1666269302368164,8.63153076171875
img_0244.png,img_0244_pred_mask.png,247,5.43319845199585,8.0,3.0,0.9408578872680664,1.4940139055252075,5.140289306640625
img_0246.png,img_0246_pred_mask.png,212,9.268867492675781,11.0,5.0,0.8058586716651917,2.176130533218384,5.984130859375
img_0253.png,img_0253_pred_mask.png,38,21.552631378173828,71.0,3.0,18.498502731323242,17.311357498168945,30.4412841796875
img_0254.png,img_0254_pred_mask.png,512,6.14453125,8.0,3.0,0.6176199913024902,2.5239858627319336,6.773765563964844
img_0257.png,img_0257_pred_mask.png,306,6.081699371337891,8.0,3.0,1.0080679655075073,5.286214828491211,11.14434814453125
img_0279.png,img_0279_pred_mask.png,328,10.393292427062988,15.0,4.0,1.8530341386795044,5.473867416381836,10.361480712890625
img_0281.png,img_0281_pred_mask.png,511,5.763209342956543,8.0,4.0,0.7273632884025574,4.020715236663818,8.294281005859375
img_0282.png,img_0282_pred_mask.png,153,8.026144027709961,11.0,3.0,1.5422066450119019,3.8633434772491455,12.9486083984375
img_0283.png,img_0283_pred_mask.png,379,7.741425037384033,10.0,4.0,0.9053632020950317,2.408616304397583,5.630546569824219
img_0289.png,img_0289_pred_mask.png,510,5.427451133728027,6.0,3.0,0.5141443610191345,3.263725519180298,6.7858428955078125
img_0298.png,img_0298_pred_mask.png,218,5.490825653076172,8.0,3.0,0.7736534476280212,4.46217679977417,12.844329833984375
